name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
豆腐,139,干豆类及其制品-大豆,干豆类及其制品,大豆,alias,豆腐（代表值）,100,83.8,84,351,6.6,5.3,3.4,—,0,0.9,—,—,0,0.06,0.02,0.21,Tr,5.79,78,82,118,5.6,41,1.2,0.57,1.50,0.08,0.12,豆腐,,"一般人群均可食用。豆腐是老人、孕、产妇的理想食品，也是儿童生长发育的重要食物；豆腐也对更年期、病后调养，肥胖、皮肤粗糙很有好处；脑力工作者、经常加夜班者也非常适合食用。
","豆腐消化慢，小儿消化不良者不宜多食；豆腐含嘌呤较多，痛风病人及血尿酸浓度增高的患者填食。
",,,,nutrition_table,core
紫薯,139,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,alias,甘薯（白心）［红皮山芋］,86,72.6,106,444,1.4,0.2,25.2,1.0,0,0.6,18,220,0,0.07,0.04,0.60,24.0,0.43,24,46,174,58.2,17,0.8,0.22,0.63,0.16,0.21,紫薯,,,,,,,nutrition_table,core
糯米粉,137,谷类及其制品-稻米,谷类及其制品,稻米,alias,糯米［江米］,100,12.6,350,1464,7.3,1.0,78.3,0.8,0,0.8,0,0,0,0.11,0.04,2.30,0,1.29,26,113,137,1.5,49,1.4,1.54,2.71,0.25,1.54,糯米粉,,一般人群均可食用。,凡湿热痰火偏盛之人忌食；凡发热、咳嗽痰黄、黄疸、腹胀之人忌食；糯米黏腻，若作糕饼，更难消化，故婴幼儿、老年人、病后消化力弱者忌食糯米糕饼；糖尿病患者少食或不食。,,,,nutrition_table,core
韭菜,137,蔬菜类及其制品-葱蒜类,蔬菜类及其制品,葱蒜类,alias,韭菜,90,92.0,25,102,2.4,0.4,4.5,—,0,0.7,133,1596,0,0.04,0.05,0.86,2.0,0.57,44,45,241,5.8,24,0.7,0.25,1.33,0.05,0.21,韭菜,,一般人群均能食用。适宜便秘、产后乳汁不足女性、寒性体质等人。,多食会上火且不易消化，因此阴虚火旺、有眼病和胃肠虚弱的人不宜多食。,,,,nutrition_table,core
面包,134,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,面包,,,,,,,nutrition_table,common
红椒,133,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红椒,,,,,,,nutrition_table,common
红辣椒,130,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红辣椒,,,,,,中南美洲热带地区,nutrition_table,common
罗勒,128,蔬菜类及其制品-野生蔬菜类,蔬菜类及其制品,野生蔬菜类,exact,罗勒［兰香］,100,88.4,26,108,3.8,,4.6,3.9,0,—,410,2460,0,—,—,—,5.0,0.00,285,65,576,5.7,106,4.4,0.52,—,0.91,0.68,罗勒,,,,,,,nutrition_table,core
蔓越莓干,127,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔓越莓干,,,,,,,nutrition_table,common
蛋清,127,蛋类及其制品-鸡蛋,蛋类及其制品,鸡蛋,alias,鸡蛋白,100,84.4,60,254,11.6,0.1,3.1,0.0,—,0.8,—,—,—,0.04,0.31,0.20,Tr,0.01,9,18,132,79.4,15,1.6,0.02,6.97,0.05,0.02,蛋清,,,,,,,nutrition_table,core
西兰花,126,蔬菜类及其制品-嫩茎叶花菜类,蔬菜类及其制品,嫩茎叶花菜类,alias,西兰花［绿菜花］,83,91.6,27,111,3.5,0.6,3.7,—,0,0.6,13,151,0,0.06,0.08,0.73,56.0,0.76,50,61,179,46.7,22,0.9,0.46,0.43,0.03,0.16,西兰花,,,,,,,nutrition_table,core
午餐肉,126,畜肉类及其制品-猪,畜肉类及其制品,猪,alias,午餐肉（北京）,100,59.9,229,952,9.4,15.9,12.0,0.0,56,2.8,Tr,—,Tr,0.24,0.05,11.10,—,—,57,81,146,981.9,18,0.8,1.39,4.30,0.08,0.06,午餐肉,,,,,,,nutrition_table,core
红豆,126,干豆类及其制品-赤豆,干豆类及其制品,赤豆,alias,赤小豆（干）［小豆，红小豆］,100,12.6,324,1357,20.2,0.6,63.4,7.7,0,3.2,7,80,0,0.16,0.11,2.00,—,14.36,74,305,860,2.2,138,7.4,2.20,3.80,0.64,1.33,红豆,,,,,,全国各地普遍栽培,nutrition_table,core
蓝莓,125,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蓝莓,,,,,,,nutrition_table,common
奥利奥,125,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥利奥,,,,,,,nutrition_table,common
黑巧克力,123,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黑巧克力,,,,,,,nutrition_table,common
榨菜,123,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榨菜,,,,,,,nutrition_table,common
啤酒,122,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啤酒,,,,,,,nutrition_table,common
苹果,122,水果类及其制品-仁果类,水果类及其制品,仁果类,alias,苹果（代表值）,85,86.1,53,227,0.4,0.2,13.7,1.7,0,0.2,4,50,0,0.02,0.02,0.20,3.0,0.43,4,7,83,1.3,4,0.3,0.04,0.10,0.07,0.03,苹果,,一般人群均可食用。慢性胃炎、消化不良、气滞不通者，便秘、慢性腹泻、神经性结肠炎，高血压、膏血脂和肥胖患者，癌症患者、贫血和维生素缺乏者尤其适合。准妈妈每天吃个苹果可以减轻孕期反应。,肾炎和糖尿病患者不宜多吃。,,,北半球的温带地区,nutrition_table,core
奶油奶酪,120,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奶油奶酪,,,,,,,nutrition_table,common
枸杞,118,蔬菜类及其制品-野生蔬菜类,蔬菜类及其制品,野生蔬菜类,exact,枸杞菜（鲜）［枸杞，地骨］,49,87.8,47,197,5.6,1.1,4.5,1.6,0,1.0,592,3550,0,0.08,0.32,1.30,58.0,2.99,36,32,170,29.8,74,2.4,0.21,0.35,0.21,0.37,枸杞,,,,,,,nutrition_table,core
羊肉,118,畜肉类及其制品-羊,畜肉类及其制品,羊,alias,羊肉（代表值，fat7g）,100,72.5,139,581,18.5,6.5,1.6,0.0,82,1.0,8,0,8,0.07,0.16,4.41,Tr,0.48,16,161,300,89.9,23,3.9,3.52,5.95,0.13,0.06,羊肉,,,,,,,nutrition_table,core
吐司,118,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吐司,,健康体质平和质食用。,"营养价值不能完全满足人的需量，不能代替主食。
",,,,nutrition_table,common
面包糠,117,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,面包糠,,,,,,,nutrition_table,common
马苏里拉奶酪,117,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,马苏里拉奶酪,,,,,,,nutrition_table,common
萝卜,116,蔬菜类及其制品-根菜类,蔬菜类及其制品,根菜类,alias,白萝卜（鲜）［莱菔］,95,94.6,16,67,0.7,0.1,4.0,—,0,0.6,Tr,Tr,0,0.02,0.01,0.14,19.0,Tr,47,16,167,54.3,12,0.2,0.14,0.12,0.01,0.05,萝卜,,,,,,,nutrition_table,core
椰蓉,115,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,椰蓉,,,,,,,nutrition_table,common
奥利奥饼干,115,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥利奥饼干,,,,,,,nutrition_table,common
蘑菇,114,菌藻类-菌类,菌藻类,菌类,exact,蘑菇（鲜蘑）,99,92.4,24,100,2.7,0.1,4.1,2.1,0,0.7,1,10,0,0.08,0.35,4.00,2.0,0.56,6,94,312,8.3,11,1.2,0.92,0.55,0.49,0.11,蘑菇,,,,,,湿润地区为多,nutrition_table,core
豌豆,110,蔬菜类及其制品-鲜豆类,蔬菜类及其制品,鲜豆类,alias,豌豆（带荚，鲜）［回回豆］,42,70.2,111,465,7.4,0.3,21.2,3.0,0,0.9,18,220,0,0.43,0.09,2.30,14.0,1.21,21,127,332,1.2,43,1.7,1.29,1.74,0.22,0.65,豌豆,,,,,,,nutrition_table,core
泡椒,109,蔬菜类及其制品-茄果瓜菜类,蔬菜类及其制品,茄果瓜菜类,alias,辣椒（红，小）,80,88.8,38,159,1.3,0.4,8.9,3.2,0,0.6,116,1390,0,0.03,0.06,0.80,144.0,0.44,37,95,222,2.6,16,1.4,0.30,1.90,0.11,0.18,泡椒,,,,,,,nutrition_table,core
香蕉,109,水果类及其制品-热带亚热带水果,水果类及其制品,热带亚热带水果,alias,香蕉［甘蕉］,59,75.8,93,389,1.4,0.2,22.0,1.2,0,0.6,5,60,0,0.02,0.04,0.70,8.0,0.24,7,28,256,0.8,43,0.4,0.18,0.87,0.14,0.65,香蕉,,,,,,中国多地,nutrition_table,core
欧芹,108,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欧芹,,,,,,,nutrition_table,common
肉松,107,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,肉松,,,,,,,nutrition_table,common
面条,107,谷类及其制品-小麦,谷类及其制品,小麦,alias,面条（生，代表值）,100,24.2,301,1262,8.9,0.6,65.6,0.8,0,0.8,—,—,0,0.22,0.07,1.80,0,0.47,12,139,123,21.4,42,4.3,1.09,6.59,0.15,0.71,面条,,,,,,,nutrition_table,core
粉丝,107,薯类淀粉及其制品-淀粉类,薯类淀粉及其制品,淀粉类,alias,粉丝,100,15.0,338,1413,0.8,0.2,83.7,1.1,0,0.3,—,—,0,0.03,0.02,0.40,0,—,31,16,18,9.3,11,6.4,0.27,3.39,0.05,0.15,粉丝,,,,,,山东,nutrition_table,core
红茶,107,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红茶,,,,,,,nutrition_table,common
白萝卜,105,蔬菜类及其制品-根菜类,蔬菜类及其制品,根菜类,alias,白萝卜（鲜）［莱菔］,95,94.6,16,67,0.7,0.1,4.0,—,0,0.6,Tr,Tr,0,0.02,0.01,0.14,19.0,Tr,47,16,167,54.3,12,0.2,0.14,0.12,0.01,0.05,白萝卜,,一般人都可食用。,萝卜性偏寒凉而利肠，脾虚泄泻者慎食或少食；时胃溃疡、十二指肠溃疡、慢性胃炎、单纯甲状腺肿、先兆流产、子宫脱垂等患者忌吃。,,,我国多数地区,nutrition_table,core
糯米,104,谷类及其制品-稻米,谷类及其制品,稻米,alias,糯米［江米］,100,12.6,350,1464,7.3,1.0,78.3,0.8,0,0.8,0,0,0,0.11,0.04,2.30,0,1.29,26,113,137,1.5,49,1.4,1.54,2.71,0.25,1.54,糯米,,一般人群都能食用，适宜体虚自汗、盗汗、多汗、血虚头晕眼花、脾虚腹泻之人食用；适宜肺结核、神经衰弱、病后产后之人食用。,凡湿热痰火偏盛之人忌食；发热、咳嗽痰黄、黄疸、腹胀之人忌食；糖尿病患者不食或少食；另外由于糯米极柔黏，难以消化，脾胃虚弱者不宜多食。,,,,nutrition_table,core
米粉,104,谷类及其制品-稻米,谷类及其制品,稻米,exact,米粉,100,12.7,349,1481,0.4,0.8,85.8,—,0,0.3,Tr,0,0,0.01,0.01,—,0,Tr,11,45,19,52.2,6,2.4,0.36,0.45,0.00,0.08,米粉,,,,,,,nutrition_table,core
迷迭香,104,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,nutrition_table,common
青豆,103,蔬菜类及其制品-鲜豆类,蔬菜类及其制品,鲜豆类,exact,毛豆（鲜）［青豆，菜用大豆］,53,69.6,131,550,13.1,5.0,10.5,4.0,0,1.8,11,130,0,0.15,0.07,1.40,27.0,2.44,135,188,478,3.9,70,3.5,1.73,2.48,0.54,1.20,青豆,,一般人群均可食用。,一般人群均可食用。,,,,nutrition_table,core
肥牛,103,畜肉类及其制品-牛,畜肉类及其制品,牛,alias,牛肉（代表值，fat9g）,100,69.8,160,669,20.0,8.7,0.5,0.0,58,1.1,3,0,3,0.04,0.11,4.15,Tr,0.68,5,182,212,64.1,22,1.8,4.70,3.15,0.05,0.03,肥牛,,,,,,,nutrition_table,core
戚风蛋糕,99,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,戚风蛋糕,,,,,,,nutrition_table,common
红酒,98,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红酒,,,,,,,nutrition_table,common
红曲粉,98,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红曲粉,,,,,,,nutrition_table,common
鸡汤,98,禽肉类及其制品-鸡,禽肉类及其制品,鸡,alias,瓦罐鸡汤（肉）,100,63.3,190,795,20.9,9.5,5.2,0.0,116,1.1,63,—,63,0.01,0.21,0.50,—,1.08,16,62,23,201.2,8,1.9,2.20,—,0.16,—,鸡汤,,,,,,,nutrition_table,core
菠萝,97,水果类及其制品-热带亚热带水果,水果类及其制品,热带亚热带水果,alias,菠萝［凤梨，地菠萝］,68,88.4,44,182,0.5,0.1,10.8,1.3,0,0.2,2,20,0,0.04,0.02,0.20,18.0,—,12,9,113,0.8,8,0.6,0.14,0.24,0.07,1.04,菠萝,,,,,,,nutrition_table,core
葱姜,97,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,葱姜,,,,,,,nutrition_table,common
玉米面,96,谷类及其制品-玉米,谷类及其制品,玉米,exact,玉米面（白）,100,13.4,352,1475,8.0,4.5,73.1,6.2,0,1.0,—,—,0,0.34,0.06,3.00,0,6.89,12,187,276,0.5,111,1.3,1.22,1.58,0.23,0.40,玉米面,,,,,,,nutrition_table,core
腊肠,96,畜肉类及其制品-猪,畜肉类及其制品,猪,alias,腊肠,100,8.4,584,2421,22.0,48.3,15.3,0.0,88,6.0,Tr,—,Tr,0.04,0.12,3.80,—,—,24,69,100,1420.0,13,3.2,2.48,8.77,0.07,0.16,腊肠,,,,,,,nutrition_table,core
海带,96,菌藻类-藻类,菌藻类,藻类,alias,海带（鲜）［江白菜］,100,94.4,13,55,1.2,0.1,2.1,0.5,0,2.2,—,—,0,0.02,0.15,1.30,Tr,1.85,46,22,246,8.6,25,0.9,0.16,9.54,—,0.07,海带,,,,,,,nutrition_table,core
西葫芦,95,蔬菜类及其制品-茄果瓜菜类,蔬菜类及其制品,茄果瓜菜类,alias,西葫芦,73,94.9,19,79,0.8,0.2,3.8,0.6,0,0.3,3,30,0,0.01,0.03,0.20,6.0,0.34,15,17,92,5.0,9,0.3,0.12,0.28,0.03,0.04,西葫芦,,,,,,,nutrition_table,core
百里香,95,蔬菜类及其制品-野生蔬菜类,蔬菜类及其制品,野生蔬菜类,exact,百里香（鲜）,100,82.8,—,—,—,—,—,0.2,0,—,585,3510,0,—,—,—,0,0.11,218,42,470,36.4,104,27.9,0.72,—,1.08,0.94,百里香,,,,,,,nutrition_table,core
巧克力豆,94,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,巧克力豆,,,,,,,nutrition_table,common
娃娃菜,93,蔬菜类及其制品-嫩茎叶花菜类,蔬菜类及其制品,嫩茎叶花菜类,alias,大白菜（代表值）,89,94.4,20,82,1.6,0.2,3.4,0.9,0,0.7,7,80,0,0.05,0.04,0.65,37.5,0.36,57,33,134,68.9,12,0.8,0.46,0.57,0.06,0.19,娃娃菜,,,,,,,nutrition_table,core
鸡翅,93,禽肉类及其制品-鸡,禽肉类及其制品,鸡,exact,鸡翅,69,63.3,202,842,19.0,11.5,5.5,0.0,81,0.7,28,0,28,Tr,0.05,4.36,Tr,0.44,8,94,205,50.8,17,0.9,0.42,8.72,Tr,0.01,鸡翅,,,,,,,nutrition_table,core
蛋黄,92,蛋类及其制品-鸡蛋,蛋类及其制品,鸡蛋,alias,鸡蛋黄,100,51.5,328,1360,15.2,28.2,3.4,0.0,1510,1.7,438,—,438,0.33,0.29,0.10,Tr,5.06,112,240,95,54.9,41,6.5,3.79,27.01,0.28,0.06,蛋黄,,,,,,,nutrition_table,core
芋头,91,蔬菜类及其制品-薯芋类,蔬菜类及其制品,薯芋类,alias,芋头［芋艿、毛芋］,88,85.0,56,236,1.3,0.2,12.7,1.0,0,0.8,1,14,0,0.05,0.02,0.28,1.5,Tr,11,50,25,5.5,19,0.3,0.19,0.91,0.06,0.30,芋头,,,,,,,nutrition_table,core
彩椒,89,蔬菜类及其制品-茄果瓜菜类,蔬菜类及其制品,茄果瓜菜类,exact,彩椒,83,91.5,26,109,1.3,0.2,6.4,—,0,0.6,66,794,0,0.05,0.05,1.09,104.0,1.60,9,26,278,6.8,18,0.5,0.18,0.12,0.06,0.09,彩椒,,,,,,,nutrition_table,core
腊肉,89,畜肉类及其制品-猪,畜肉类及其制品,猪,exact,腊肉（培根）,100,63.1,181,756,22.3,9.0,2.6,0.0,46,3.0,Tr,0,Tr,0.90,0.11,4.50,Tr,0.11,2,228,294,51.2,3,2.4,2.26,5.50,0.03,0.05,腊肉,,,,,,,nutrition_table,core
紫菜,89,菌藻类-藻类,菌藻类,藻类,alias,紫菜（干）,100,12.7,250,1050,26.7,1.1,44.1,21.6,0,15.4,114,1370,0,0.27,1.02,7.30,2.0,1.82,264,350,1796,710.5,105,54.9,2.47,7.22,1.68,4.32,紫菜,,,,,,,nutrition_table,core
虾米,88,鱼虾蟹贝类-虾,鱼虾蟹贝类,虾,exact,虾米［海米、虾仁］,100,37.4,198,839,43.7,2.6,0.0,0.0,525,17.0,21,—,21,0.01,0.12,5.00,Tr,1.46,555,666,550,4891.9,236,11.0,3.82,75.40,2.33,0.77,虾米,,,,,,,nutrition_table,core
白葡萄酒,88,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,common
卷心菜,88,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卷心菜,,,,,,,nutrition_table,common
罗勒叶,88,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,common
核桃仁,87,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,核桃仁,,,,,,,nutrition_table,common
鱿鱼,87,鱼虾蟹贝类-其他,鱼虾蟹贝类,其他,alias,鱿鱼（鲜，中国枪乌贼）［枪乌贼］,97,80.4,84,355,17.4,1.6,0.0,0.0,268,1.1,35,—,35,0.02,0.06,1.60,Tr,1.68,44,19,290,110.0,42,0.9,2.38,38.18,0.45,0.08,鱿鱼,,,,,,,nutrition_table,core
蛋糕,87,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蛋糕,,,,,,,nutrition_table,common
草鱼,86,鱼虾蟹贝类-鱼,鱼虾蟹贝类,鱼,alias,草鱼［白鲩、草包鱼］,58,78.2,96,406,17.7,2.6,0.5,0.0,47,1.0,11,0,11,0.04,0.04,2.48,Tr,2.03,17,152,325,36.0,26,1.3,0.38,11.67,0.01,0.01,草鱼,,一般人群均可食用，尤其适宜虚劳、风虚头痛、肝阳上亢高血压、头痛、久疟、心血管病人。,一般人群均可食用,,,,nutrition_table,core
豆沙,85,干豆类及其制品-赤豆,干豆类及其制品,赤豆,alias,红豆沙（去皮）,100,37.9,244,1035,4.5,0.1,57.1,1.8,0,0.4,—,—,0,0.02,0.02,—,Tr,2.69,19,65,21,26.3,7,1.1,0.60,0.41,0.06,0.22,豆沙,,,,,,,nutrition_table,core
豆浆,84,干豆类及其制品-大豆,干豆类及其制品,大豆,alias,豆浆,100,93.8,31,128,3.0,1.6,1.2,—,0,0.4,—,—,0,0.02,0.02,0.14,Tr,1.06,5,42,117,3.7,15,0.4,0.28,Tr,0.16,0.16,豆浆,,,,,,,nutrition_table,core
泡菜,84,调味-其他,调味,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,泡菜,,,,,,,nutrition_table,common
老豆腐,83,干豆类及其制品-大豆,干豆类及其制品,大豆,exact,豆腐脑［老豆腐］,100,96.7,15,62,1.9,0.8,0.0,Tr,0,0.6,—,—,0,0.04,0.02,0.40,—,10.46,18,5,107,2.8,28,0.9,0.49,Tr,0.26,0.25,老豆腐,,,,,,,nutrition_table,core
饼干,83,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,饼干,,,,,,,nutrition_table,common
香草,83,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香草,,,,,,,nutrition_table,common
蒜苗,82,蔬菜类及其制品-葱蒜类,蔬菜类及其制品,葱蒜类,exact,蒜苗（绿色，青蒜）,82,88.9,40,169,2.1,0.4,8.0,1.8,0,0.6,23,280,0,0.11,0.08,0.50,35.0,0.81,29,44,226,5.1,18,1.4,0.46,1.24,0.05,0.17,蒜苗,,,,,,在我国分布较广,nutrition_table,core
牛腩,82,畜肉类及其制品-牛,畜肉类及其制品,牛,alias,牛肉（代表值，fat9g）,100,69.8,160,669,20.0,8.7,0.5,0.0,58,1.1,3,0,3,0.04,0.11,4.15,Tr,0.68,5,182,212,64.1,22,1.8,4.70,3.15,0.05,0.03,牛腩,,,,,,,nutrition_table,core
杏鲍菇,82,菌藻类-菌类,菌藻类,菌类,alias,杏鲍菇,100,89.6,35,148,1.3,0.1,8.3,2.1,0,0.7,Tr,Tr,0,0.03,0.14,3.68,—,0.60,13,66,242,3.5,9,0.5,0.39,1.80,0.06,0.04,杏鲍菇,,一般人群均可食用。,一般人群均可食用。,,,,nutrition_table,core
西芹,82,蔬菜类及其制品-嫩茎叶花菜类,蔬菜类及其制品,嫩茎叶花菜类,exact,西芹［西洋芹菜，美芹］,85,93.6,17,72,0.6,0.1,4.8,2.2,0,0.9,2,29,0,0.01,0.03,0.22,4.0,Tr,36,35,15,313.3,15,0.2,0.10,0.10,0.02,0.06,西芹,,,,,,,nutrition_table,core
木薯粉,81,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木薯粉,,,,,,,nutrition_table,common
豆角,81,蔬菜类及其制品-鲜豆类,蔬菜类及其制品,鲜豆类,alias,四季豆［菜豆、芸豆］,96,91.2,24,101,2.0,0.2,6.0,—,0,0.6,8,96,0,0.02,0.05,0.26,Tr,Tr,43,47,196,4.4,27,0.6,0.33,0.04,0.05,0.26,豆角,,,,,,,nutrition_table,core
干贝,81,鱼虾蟹贝类-贝,鱼虾蟹贝类,贝,exact,扇贝（干）［干贝］,100,27.4,264,1121,55.6,2.4,5.1,0.0,348,9.5,11,—,11,Tr,0.21,2.50,Tr,1.53,77,504,969,306.4,106,5.6,5.05,76.35,0.10,0.43,干贝,,,,,,,nutrition_table,core
肉桂粉,81,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,肉桂粉,,,,,,,nutrition_table,common
年糕,80,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,年糕,,,,,,,nutrition_table,common
全脂牛奶,79,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,全脂牛奶,,,,,,,nutrition_table,common
挂面,79,谷类及其制品-小麦,谷类及其制品,小麦,exact,挂面（代表值）,100,11.5,353,1483,11.4,0.9,75.1,0.9,0,1.0,—,—,0,0.17,0.04,2.09,0,1.11,20,134,129,184.5,49,2.3,0.72,9.21,0.27,0.71,挂面,,,,,,,nutrition_table,core
虾皮,79,鱼虾蟹贝类-虾,鱼虾蟹贝类,虾,exact,虾皮,100,42.4,153,646,30.7,2.2,2.5,0.0,428,22.2,19,—,19,0.02,0.14,3.10,Tr,0.92,991,582,617,5057.7,265,6.7,1.93,74.43,1.08,0.82,虾皮,,,,,,,nutrition_table,core
山药,79,蔬菜类及其制品-薯芋类,蔬菜类及其制品,薯芋类,alias,山药（鲜）［薯蓣，大薯］,83,84.8,57,240,1.9,0.2,12.4,0.8,0,0.7,3,20,0,0.05,0.02,0.30,5.0,0.24,16,34,213,18.6,20,0.3,0.27,0.55,0.24,0.12,山药,,一般人群均可食用。适宜糖尿病患者、腹胀、病后虚弱者、慢性肾炎患者、长期腹泻者。,山药有收涩的作用，故大便燥结者不宜食用；另外有实邪者忌食山药。,,,,nutrition_table,core
三文鱼,79,鱼虾蟹贝类-鱼,鱼虾蟹贝类,鱼,alias,鲑鱼［大马哈鱼、三文鱼］,72,74.1,139,581,17.2,7.8,0.0,0.0,68,0.9,45,0,45,0.07,0.18,4.40,Tr,0.78,13,154,361,63.3,36,0.3,1.11,29.47,0.03,0.02,三文鱼,,,,,,,nutrition_table,core
玉米粉,78,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玉米粉,,,,,,,nutrition_table,common
剁椒,78,蔬菜类及其制品-茄果瓜菜类,蔬菜类及其制品,茄果瓜菜类,alias,辣椒（红，小）,80,88.8,38,159,1.3,0.4,8.9,3.2,0,0.6,116,1390,0,0.03,0.06,0.80,144.0,0.44,37,95,222,2.6,16,1.4,0.30,1.90,0.11,0.18,剁椒,,,,,,,nutrition_table,core
麻椒,78,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麻椒,,,,,,,nutrition_table,common
黄豆,76,干豆类及其制品-大豆,干豆类及其制品,大豆,alias,黄豆［大豆］,100,10.2,390,1631,35.0,16.0,34.2,15.5,0,4.6,18,220,0,0.41,0.20,2.10,—,18.90,191,465,1503,2.2,199,8.2,3.34,6.16,1.35,2.26,黄豆,,,,,,,nutrition_table,core
红豆沙,75,干豆类及其制品-赤豆,干豆类及其制品,赤豆,alias,红豆沙（去皮）,100,37.9,244,1035,4.5,0.1,57.1,1.8,0,0.4,—,—,0,0.02,0.02,—,Tr,2.69,19,65,21,26.3,7,1.1,0.60,0.41,0.06,0.22,红豆沙,,,,,,,nutrition_table,core
